tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Serie A,Vitoria,1.0,2.0,Palmeiras,7.0,2.0,39.0,44.0,3.0,4.0,19:00:00,2016-12-11,-1.0,1.0,LOST,WON,9.0
Serie A,Cruzeiro,3.0,2.0,Corinthians,6.0,5.0,96.0,95.0,17.0,5.0,19:00:00,2016-12-11,1.0,-1.0,WON,LOST,11.0
Serie A,Ponte Preta,2.0,0.0,Coritiba,13.0,4.0,89.0,72.0,15.0,6.0,19:00:00,2016-12-11,2.0,-2.0,WON,LOST,17.0
Serie A,Atletico Paranaense,0.0,0.0,Flamengo,6.0,4.0,82.0,88.0,14.0,7.0,19:00:00,2016-12-11,0.0,0.0,DRAW,DRAW,10.0
Serie A,Sao Paulo,5.0,0.0,Santa Cruz FC,13.0,1.0,112.0,93.0,20.0,6.0,19:00:00,2016-12-11,5.0,-5.0,WON,LOST,14.0
Serie A,Coritiba,0.0,1.0,Vitoria,7.0,3.0,135.0,107.0,10.0,5.0,22:00:00,2016-11-28,-1.0,1.0,LOST,WON,10.0
Serie A,Figueirense,1.0,0.0,Fluminense,4.0,4.0,124.0,120.0,9.0,4.0,21:30:00,2016-11-27,1.0,-1.0,WON,LOST,8.0
Serie A,Santa Cruz FC,5.0,1.0,Gremio,3.0,4.0,80.0,91.0,23.0,5.0,21:30:00,2016-11-27,4.0,-4.0,WON,LOST,7.0
Serie A,Atletico Mineiro,1.0,2.0,Sao Paulo,3.0,5.0,127.0,114.0,9.0,12.0,19:00:00,2016-11-27,-1.0,1.0,LOST,WON,8.0
Serie A,Flamengo,2.0,0.0,Santos,5.0,7.0,98.0,111.0,13.0,10.0,19:00:00,2016-11-27,2.0,-2.0,WON,LOST,12.0
Serie A,Palmeiras,1.0,0.0,Chapecoense,5.0,2.0,105.0,93.0,17.0,5.0,19:00:00,2016-11-27,1.0,-1.0,WON,LOST,7.0
Serie A,Internacional,1.0,0.0,Cruzeiro,4.0,8.0,137.0,120.0,12.0,10.0,19:00:00,2016-11-27,1.0,-1.0,WON,LOST,12.0
Serie A,Corinthians,0.0,0.0,Atletico Paranaense,12.0,4.0,114.0,98.0,19.0,8.0,23:00:00,2016-11-26,0.0,0.0,DRAW,DRAW,16.0
Serie A,America MG,2.0,2.0,Sport Recife,5.0,4.0,92.0,85.0,12.0,12.0,22:00:00,2016-11-26,0.0,0.0,DRAW,DRAW,9.0
Serie A,Botafogo RJ,1.0,1.0,Ponte Preta,3.0,10.0,101.0,73.0,7.0,5.0,22:00:00,2016-11-26,0.0,0.0,DRAW,DRAW,13.0
Serie A,Corinthians,1.0,0.0,Internacional,10.0,3.0,88.0,99.0,13.0,5.0,22:00:00,2016-11-21,1.0,-1.0,WON,LOST,13.0
Serie A,Flamengo,2.0,2.0,Coritiba,5.0,3.0,122.0,94.0,9.0,15.0,21:30:00,2016-11-20,0.0,0.0,DRAW,DRAW,8.0
Serie A,Santa Cruz FC,3.0,3.0,Atletico Mineiro,7.0,3.0,94.0,115.0,16.0,11.0,21:30:00,2016-11-20,0.0,0.0,DRAW,DRAW,10.0
Serie A,Chapecoense,2.0,0.0,Sao Paulo,1.0,6.0,93.0,119.0,11.0,21.0,21:30:00,2016-11-20,2.0,-2.0,WON,LOST,7.0
Serie A,Vitoria,4.0,0.0,Figueirense,7.0,6.0,74.0,85.0,12.0,12.0,19:00:00,2016-11-20,4.0,-4.0,WON,LOST,13.0
Serie A,Ponte Preta,1.0,0.0,Fluminense,4.0,6.0,104.0,126.0,10.0,4.0,19:00:00,2016-11-20,1.0,-1.0,WON,LOST,10.0
Serie A,Cruzeiro,2.0,2.0,Santos,5.0,5.0,82.0,96.0,14.0,8.0,19:00:00,2016-11-20,0.0,0.0,DRAW,DRAW,10.0
Serie A,Palmeiras,1.0,0.0,Botafogo RJ,4.0,4.0,122.0,94.0,15.0,16.0,19:00:00,2016-11-20,1.0,-1.0,WON,LOST,8.0
Serie A,Atletico Paranaense,2.0,0.0,Sport Recife,5.0,6.0,115.0,137.0,9.0,8.0,19:00:00,2016-11-20,2.0,-2.0,WON,LOST,11.0
Serie A,Gremio,3.0,0.0,America MG,5.0,2.0,113.0,98.0,14.0,11.0,19:00:00,2016-11-20,3.0,-3.0,WON,LOST,7.0
Serie A,Atletico Mineiro,1.0,1.0,Palmeiras,3.0,3.0,94.0,69.0,11.0,13.0,23:00:00,2016-11-17,0.0,0.0,DRAW,DRAW,6.0
Serie A,Internacional,1.0,1.0,Ponte Preta,6.0,4.0,118.0,103.0,6.0,8.0,23:00:00,2016-11-17,0.0,0.0,DRAW,DRAW,10.0
Serie A,Sao Paulo,1.0,1.0,Gremio,4.0,1.0,92.0,87.0,11.0,5.0,21:30:00,2016-11-17,0.0,0.0,DRAW,DRAW,5.0
Serie A,Santos,3.0,2.0,Vitoria,6.0,2.0,114.0,120.0,12.0,16.0,21:30:00,2016-11-17,1.0,-1.0,WON,LOST,8.0
Serie A,Figueirense,1.0,1.0,Corinthians,3.0,3.0,119.0,105.0,8.0,10.0,23:45:00,2016-11-16,0.0,0.0,DRAW,DRAW,6.0
Serie A,Sport Recife,0.0,1.0,Cruzeiro,7.0,7.0,94.0,78.0,12.0,10.0,23:45:00,2016-11-16,-1.0,1.0,LOST,WON,14.0
Serie A,America MG,0.0,1.0,Flamengo,5.0,10.0,111.0,124.0,11.0,10.0,23:45:00,2016-11-16,-1.0,1.0,LOST,WON,15.0
Serie A,Coritiba,1.0,0.0,Santa Cruz FC,0.0,5.0,103.0,85.0,12.0,9.0,23:00:00,2016-11-16,1.0,-1.0,WON,LOST,5.0
Serie A,Botafogo RJ,0.0,2.0,Chapecoense,12.0,6.0,141.0,101.0,13.0,5.0,21:30:00,2016-11-16,-2.0,2.0,LOST,WON,18.0
Serie A,Fluminense,1.0,1.0,Atletico Paranaense,4.0,4.0,84.0,94.0,13.0,13.0,19:00:00,2016-11-15,0.0,0.0,DRAW,DRAW,8.0
Serie A,Gremio,0.0,3.0,Sport Recife,5.0,0.0,90.0,87.0,12.0,12.0,22:00:00,2016-11-07,-3.0,3.0,LOST,WON,5.0
Serie A,Coritiba,2.0,0.0,Atletico Mineiro,5.0,2.0,97.0,131.0,16.0,8.0,21:30:00,2016-11-06,2.0,-2.0,WON,LOST,7.0
Serie A,Chapecoense,1.0,0.0,Figueirense,8.0,4.0,130.0,108.0,16.0,9.0,21:30:00,2016-11-06,1.0,-1.0,WON,LOST,12.0
Serie A,Palmeiras,1.0,0.0,Internacional,4.0,2.0,131.0,117.0,8.0,12.0,19:00:00,2016-11-06,1.0,-1.0,WON,LOST,6.0
Serie A,Cruzeiro,4.0,2.0,Fluminense,5.0,5.0,90.0,102.0,15.0,12.0,19:00:00,2016-11-06,2.0,-2.0,WON,LOST,10.0
Serie A,Santa Cruz FC,1.0,0.0,America MG,5.0,5.0,115.0,103.0,10.0,8.0,19:00:00,2016-11-06,1.0,-1.0,WON,LOST,10.0
Serie A,Vitoria,3.0,2.0,Atletico Paranaense,9.0,2.0,103.0,110.0,19.0,6.0,19:00:00,2016-11-06,1.0,-1.0,WON,LOST,11.0
Serie A,Ponte Preta,1.0,2.0,Santos,4.0,5.0,105.0,132.0,5.0,16.0,13:00:00,2016-11-06,-1.0,1.0,LOST,WON,9.0
Serie A,Sao Paulo,4.0,0.0,Corinthians,3.0,4.0,116.0,85.0,12.0,5.0,21:30:00,2016-11-05,4.0,-4.0,WON,LOST,7.0
Serie A,Flamengo,0.0,0.0,Botafogo RJ,2.0,2.0,122.0,98.0,14.0,12.0,19:00:00,2016-11-05,0.0,0.0,DRAW,DRAW,4.0
Serie A,America MG,1.0,0.0,Sao Paulo,4.0,11.0,90.0,138.0,5.0,19.0,22:00:00,2016-10-31,1.0,-1.0,WON,LOST,15.0
Serie A,Santos,1.0,0.0,Palmeiras,6.0,2.0,120.0,132.0,9.0,11.0,22:30:00,2016-10-29,1.0,-1.0,WON,LOST,8.0
Serie A,Figueirense,0.0,0.0,Gremio,8.0,3.0,131.0,108.0,12.0,11.0,22:30:00,2016-10-29,0.0,0.0,DRAW,DRAW,11.0
Serie A,Botafogo RJ,0.0,0.0,Coritiba,9.0,3.0,142.0,121.0,17.0,9.0,21:30:00,2016-10-29,0.0,0.0,DRAW,DRAW,12.0
Serie A,Internacional,1.0,1.0,Santa Cruz FC,7.0,2.0,100.0,91.0,12.0,8.0,21:30:00,2016-10-29,0.0,0.0,DRAW,DRAW,9.0
Serie A,Atletico Mineiro,2.0,2.0,Flamengo,7.0,6.0,77.0,83.0,11.0,15.0,19:30:00,2016-10-29,0.0,0.0,DRAW,DRAW,13.0
Serie A,Atletico Paranaense,1.0,0.0,Cruzeiro,6.0,4.0,94.0,112.0,11.0,10.0,19:30:00,2016-10-29,1.0,-1.0,WON,LOST,10.0
Serie A,Corinthians,1.0,1.0,Chapecoense,7.0,5.0,113.0,111.0,9.0,14.0,19:30:00,2016-10-29,0.0,0.0,DRAW,DRAW,12.0
Serie A,Fluminense,2.0,2.0,Vitoria,9.0,2.0,124.0,104.0,17.0,10.0,22:30:00,2016-10-28,0.0,0.0,DRAW,DRAW,11.0
Serie A,Sport Recife,1.0,0.0,Ponte Preta,3.0,1.0,107.0,112.0,8.0,9.0,23:30:00,2016-10-27,1.0,-1.0,WON,LOST,4.0
Serie A,America MG,1.0,0.0,Atletico Paranaense,5.0,2.0,15.0,23.0,3.0,,23:00:00,2016-10-24,1.0,-1.0,WON,LOST,7.0
Serie A,Atletico Mineiro,3.0,0.0,Figueirense,4.0,3.0,90.0,93.0,14.0,8.0,22:30:00,2016-10-23,3.0,-3.0,WON,LOST,7.0
Serie A,Chapecoense,0.0,1.0,Santos,11.0,1.0,121.0,102.0,21.0,3.0,22:30:00,2016-10-23,-1.0,1.0,LOST,WON,12.0
Serie A,Coritiba,1.0,1.0,Fluminense,2.0,2.0,114.0,93.0,13.0,14.0,21:30:00,2016-10-23,0.0,0.0,DRAW,DRAW,4.0
Serie A,Vitoria,0.0,1.0,Cruzeiro,3.0,6.0,103.0,91.0,14.0,12.0,20:00:00,2016-10-23,-1.0,1.0,LOST,WON,9.0
Serie A,Flamengo,2.0,2.0,Corinthians,13.0,2.0,120.0,91.0,14.0,8.0,20:00:00,2016-10-23,0.0,0.0,DRAW,DRAW,15.0
Serie A,Palmeiras,2.0,1.0,Sport Recife,5.0,8.0,74.0,83.0,9.0,11.0,20:00:00,2016-10-23,1.0,-1.0,WON,LOST,13.0
Serie A,Gremio,0.0,0.0,Internacional,5.0,4.0,94.0,73.0,11.0,7.0,20:00:00,2016-10-23,0.0,0.0,DRAW,DRAW,9.0
Serie A,Sao Paulo,2.0,0.0,Ponte Preta,7.0,9.0,92.0,87.0,7.0,12.0,20:00:00,2016-10-22,2.0,-2.0,WON,LOST,16.0
Serie A,Santa Cruz FC,0.0,1.0,Botafogo RJ,7.0,5.0,106.0,100.0,15.0,14.0,00:45:00,2016-10-20,-1.0,1.0,LOST,WON,12.0
Serie A,Fluminense,1.0,2.0,Sao Paulo,3.0,3.0,71.0,74.0,12.0,9.0,23:00:00,2016-10-17,-1.0,1.0,LOST,WON,6.0
Serie A,Santos,1.0,1.0,Gremio,9.0,1.0,122.0,98.0,21.0,5.0,22:30:00,2016-10-16,0.0,0.0,DRAW,DRAW,10.0
Serie A,Sport Recife,1.0,0.0,Vitoria,10.0,7.0,125.0,99.0,20.0,5.0,22:30:00,2016-10-16,1.0,-1.0,WON,LOST,17.0
Serie A,Corinthians,2.0,0.0,America MG,4.0,4.0,80.0,89.0,7.0,7.0,21:30:00,2016-10-16,2.0,-2.0,WON,LOST,8.0
Serie A,Ponte Preta,3.0,0.0,Santa Cruz FC,4.0,4.0,109.0,118.0,12.0,3.0,21:30:00,2016-10-16,3.0,-3.0,WON,LOST,8.0
Serie A,Botafogo RJ,3.0,2.0,Atletico Mineiro,5.0,8.0,73.0,114.0,13.0,11.0,20:00:00,2016-10-16,1.0,-1.0,WON,LOST,13.0
Serie A,Cruzeiro,0.0,0.0,Chapecoense,6.0,5.0,143.0,115.0,13.0,4.0,20:00:00,2016-10-16,0.0,0.0,DRAW,DRAW,11.0
Serie A,Internacional,2.0,1.0,Flamengo,6.0,2.0,108.0,128.0,11.0,11.0,20:00:00,2016-10-16,1.0,-1.0,WON,LOST,8.0
Serie A,Atletico Paranaense,2.0,0.0,Coritiba,5.0,6.0,70.0,87.0,8.0,14.0,20:00:00,2016-10-16,2.0,-2.0,WON,LOST,11.0
Serie A,Figueirense,1.0,2.0,Palmeiras,2.0,7.0,96.0,80.0,5.0,16.0,20:00:00,2016-10-16,-1.0,1.0,LOST,WON,9.0
Serie A,Fluminense,2.0,2.0,Flamengo,3.0,4.0,90.0,74.0,7.0,11.0,01:00:00,2016-10-14,0.0,0.0,DRAW,DRAW,7.0
Serie A,Sao Paulo,0.0,1.0,Santos,9.0,3.0,92.0,73.0,13.0,5.0,01:00:00,2016-10-14,-1.0,1.0,LOST,WON,12.0
Serie A,Gremio,1.0,0.0,Atletico Paranaense,9.0,4.0,124.0,121.0,23.0,4.0,01:00:00,2016-10-14,1.0,-1.0,WON,LOST,13.0
Serie A,Palmeiras,0.0,0.0,Cruzeiro,3.0,2.0,115.0,106.0,12.0,14.0,23:30:00,2016-10-13,0.0,0.0,DRAW,DRAW,5.0
Serie A,Atletico Mineiro,3.0,0.0,America MG,9.0,4.0,114.0,92.0,19.0,10.0,23:30:00,2016-10-13,3.0,-3.0,WON,LOST,13.0
Serie A,Ponte Preta,2.0,0.0,Vitoria,4.0,4.0,88.0,134.0,6.0,6.0,23:30:00,2016-10-13,2.0,-2.0,WON,LOST,8.0
Serie A,Botafogo RJ,1.0,0.0,Internacional,4.0,7.0,117.0,110.0,11.0,9.0,01:45:00,2016-10-13,1.0,-1.0,WON,LOST,11.0
Serie A,Santa Cruz FC,2.0,4.0,Corinthians,4.0,4.0,112.0,124.0,13.0,11.0,01:45:00,2016-10-13,-2.0,2.0,LOST,WON,8.0
Serie A,Coritiba,0.0,0.0,Figueirense,11.0,8.0,120.0,85.0,20.0,9.0,23:30:00,2016-10-12,0.0,0.0,DRAW,DRAW,19.0
Serie A,Chapecoense,3.0,0.0,Sport Recife,5.0,2.0,111.0,124.0,16.0,6.0,15:00:00,2016-10-12,3.0,-3.0,WON,LOST,7.0
Serie A,Flamengo,3.0,0.0,Santa Cruz FC,7.0,5.0,106.0,75.0,12.0,10.0,21:00:00,2016-10-09,3.0,-3.0,WON,LOST,12.0
Serie A,Figueirense,0.0,1.0,Botafogo RJ,7.0,8.0,113.0,123.0,10.0,11.0,21:00:00,2016-10-09,-1.0,1.0,LOST,WON,15.0
Serie A,America MG,0.0,2.0,Palmeiras,1.0,4.0,117.0,112.0,4.0,7.0,21:00:00,2016-10-09,-2.0,2.0,LOST,WON,5.0
Serie A,Cruzeiro,2.0,0.0,Ponte Preta,3.0,2.0,152.0,111.0,14.0,4.0,01:00:00,2016-10-09,2.0,-2.0,WON,LOST,5.0
Serie A,Internacional,1.0,0.0,Coritiba,3.0,3.0,127.0,122.0,9.0,7.0,23:30:00,2016-10-06,1.0,-1.0,WON,LOST,6.0
Serie A,Sport Recife,1.0,1.0,Sao Paulo,1.0,5.0,123.0,125.0,5.0,17.0,01:45:00,2016-10-06,0.0,0.0,DRAW,DRAW,6.0
Serie A,Corinthians,0.0,0.0,Atletico Mineiro,13.0,3.0,83.0,69.0,15.0,7.0,01:00:00,2016-10-06,0.0,0.0,DRAW,DRAW,16.0
Serie A,Santos,2.0,1.0,Fluminense,5.0,5.0,101.0,85.0,13.0,13.0,01:00:00,2016-10-06,1.0,-1.0,WON,LOST,10.0
Serie A,Atletico Paranaense,3.0,1.0,Chapecoense,7.0,1.0,121.0,114.0,15.0,11.0,23:30:00,2016-10-05,2.0,-2.0,WON,LOST,8.0
Serie A,Vitoria,0.0,1.0,Gremio,6.0,2.0,133.0,98.0,11.0,12.0,23:30:00,2016-10-05,-1.0,1.0,LOST,WON,8.0
Serie A,Coritiba,3.0,0.0,America MG,4.0,4.0,128.0,115.0,10.0,6.0,01:00:00,2016-10-04,3.0,-3.0,WON,LOST,8.0
Serie A,Santa Cruz FC,2.0,3.0,Palmeiras,9.0,6.0,98.0,101.0,13.0,12.0,00:00:00,2016-10-04,-1.0,1.0,LOST,WON,15.0
Serie A,Internacional,1.0,0.0,Figueirense,2.0,0.0,93.0,114.0,15.0,5.0,01:00:00,2016-10-02,1.0,-1.0,WON,LOST,2.0
Serie A,Cruzeiro,1.0,0.0,Gremio,11.0,1.0,103.0,102.0,16.0,4.0,22:30:00,2016-10-01,1.0,-1.0,WON,LOST,12.0
Serie A,Ponte Preta,1.0,2.0,Atletico Mineiro,8.0,2.0,127.0,106.0,18.0,9.0,20:30:00,2016-10-01,-1.0,1.0,LOST,WON,10.0
Serie A,Botafogo RJ,2.0,0.0,Corinthians,2.0,8.0,123.0,127.0,7.0,5.0,20:30:00,2016-10-01,2.0,-2.0,WON,LOST,10.0
Serie A,Sao Paulo,0.0,0.0,Flamengo,11.0,2.0,68.0,78.0,6.0,7.0,20:00:00,2016-10-01,0.0,0.0,DRAW,DRAW,13.0
Serie A,Chapecoense,1.0,4.0,Vitoria,2.0,2.0,112.0,94.0,15.0,9.0,20:00:00,2016-10-01,-3.0,3.0,LOST,WON,4.0
Serie A,Santos,2.0,0.0,Atletico Paranaense,6.0,3.0,92.0,114.0,10.0,6.0,20:00:00,2016-10-01,2.0,-2.0,WON,LOST,9.0
Serie A,Fluminense,3.0,1.0,Sport Recife,6.0,6.0,110.0,96.0,17.0,12.0,15:00:00,2016-10-01,2.0,-2.0,WON,LOST,12.0
Serie A,Atletico Mineiro,3.0,1.0,Internacional,5.0,6.0,122.0,115.0,13.0,12.0,22:30:00,2016-09-25,2.0,-2.0,WON,LOST,11.0
Serie A,Vitoria,2.0,0.0,Sao Paulo,6.0,5.0,98.0,97.0,15.0,11.0,20:00:00,2016-09-25,2.0,-2.0,WON,LOST,11.0
Serie A,Flamengo,2.0,1.0,Cruzeiro,8.0,3.0,119.0,100.0,18.0,9.0,20:00:00,2016-09-25,1.0,-1.0,WON,LOST,11.0
Serie A,Corinthians,0.0,1.0,Fluminense,4.0,8.0,126.0,100.0,19.0,17.0,20:00:00,2016-09-25,-1.0,1.0,LOST,WON,12.0
Serie A,Gremio,1.0,0.0,Chapecoense,3.0,3.0,104.0,122.0,13.0,5.0,20:00:00,2016-09-25,1.0,-1.0,WON,LOST,6.0
Serie A,Atletico Paranaense,3.0,0.0,Ponte Preta,10.0,3.0,150.0,83.0,11.0,6.0,15:00:00,2016-09-25,3.0,-3.0,WON,LOST,13.0
Serie A,Figueirense,3.0,1.0,Santa Cruz FC,3.0,8.0,92.0,136.0,4.0,10.0,15:00:00,2016-09-25,2.0,-2.0,WON,LOST,11.0
Serie A,America MG,1.0,0.0,Botafogo RJ,5.0,7.0,110.0,124.0,8.0,9.0,01:00:00,2016-09-25,1.0,-1.0,WON,LOST,12.0
Serie A,Sport Recife,1.0,0.0,Santos,4.0,5.0,105.0,122.0,9.0,13.0,22:30:00,2016-09-24,1.0,-1.0,WON,LOST,9.0
Serie A,Palmeiras,2.0,1.0,Coritiba,4.0,2.0,132.0,86.0,17.0,1.0,20:00:00,2016-09-24,1.0,-1.0,WON,LOST,6.0
Serie A,America MG,1.0,0.0,Internacional,4.0,6.0,99.0,116.0,15.0,9.0,00:00:00,2016-09-20,1.0,-1.0,WON,LOST,10.0
Serie A,Santos,3.0,2.0,Santa Cruz FC,3.0,5.0,80.0,115.0,13.0,9.0,22:30:00,2016-09-18,1.0,-1.0,WON,LOST,8.0
Serie A,Vitoria,0.0,1.0,Botafogo RJ,7.0,1.0,106.0,89.0,15.0,3.0,22:30:00,2016-09-18,-1.0,1.0,LOST,WON,8.0
Serie A,Cruzeiro,1.0,1.0,Atletico Mineiro,4.0,2.0,92.0,91.0,10.0,6.0,20:00:00,2016-09-18,0.0,0.0,DRAW,DRAW,6.0
Serie A,Gremio,0.0,1.0,Fluminense,9.0,1.0,156.0,89.0,21.0,9.0,20:00:00,2016-09-18,-1.0,1.0,LOST,WON,10.0
Serie A,Atletico Paranaense,1.0,0.0,Sao Paulo,5.0,4.0,95.0,113.0,11.0,6.0,20:00:00,2016-09-18,1.0,-1.0,WON,LOST,9.0
Serie A,Chapecoense,2.0,2.0,Ponte Preta,7.0,6.0,123.0,106.0,8.0,11.0,20:00:00,2016-09-18,0.0,0.0,DRAW,DRAW,13.0
Serie A,Sport Recife,0.0,1.0,Coritiba,8.0,1.0,137.0,102.0,12.0,6.0,20:00:00,2016-09-18,-1.0,1.0,LOST,WON,9.0
Serie A,Flamengo,2.0,0.0,Figueirense,9.0,1.0,117.0,87.0,21.0,5.0,15:00:00,2016-09-18,2.0,-2.0,WON,LOST,10.0
Serie A,Corinthians,0.0,2.0,Palmeiras,9.0,1.0,80.0,64.0,11.0,11.0,20:00:00,2016-09-17,-2.0,2.0,LOST,WON,10.0
Serie A,Sao Paulo,1.0,0.0,Cruzeiro,2.0,5.0,98.0,103.0,8.0,13.0,01:00:00,2016-09-16,1.0,-1.0,WON,LOST,7.0
Serie A,Internacional,0.0,1.0,Vitoria,8.0,2.0,120.0,99.0,14.0,9.0,01:00:00,2016-09-16,-1.0,1.0,LOST,WON,10.0
Serie A,Fluminense,1.0,2.0,Chapecoense,8.0,2.0,92.0,78.0,14.0,10.0,23:30:00,2016-09-15,-1.0,1.0,LOST,WON,10.0
Serie A,Atletico Mineiro,1.0,0.0,Sport Recife,3.0,4.0,123.0,103.0,16.0,8.0,23:30:00,2016-09-15,1.0,-1.0,WON,LOST,7.0
Serie A,Palmeiras,1.0,1.0,Flamengo,4.0,5.0,149.0,110.0,22.0,7.0,01:45:00,2016-09-15,0.0,0.0,DRAW,DRAW,9.0
Serie A,Coritiba,1.0,1.0,Corinthians,4.0,5.0,125.0,133.0,4.0,10.0,01:45:00,2016-09-15,0.0,0.0,DRAW,DRAW,9.0
Serie A,Ponte Preta,3.0,0.0,Gremio,5.0,3.0,122.0,117.0,15.0,5.0,01:00:00,2016-09-15,3.0,-3.0,WON,LOST,8.0
Serie A,Santa Cruz FC,1.0,0.0,Atletico Paranaense,15.0,3.0,113.0,106.0,19.0,5.0,01:00:00,2016-09-15,1.0,-1.0,WON,LOST,18.0
Serie A,Botafogo RJ,0.0,1.0,Santos,12.0,2.0,112.0,90.0,14.0,7.0,23:30:00,2016-09-14,-1.0,1.0,LOST,WON,14.0
Serie A,Figueirense,2.0,2.0,America MG,4.0,8.0,120.0,105.0,8.0,7.0,23:30:00,2016-09-14,0.0,0.0,DRAW,DRAW,12.0
Serie A,Fluminense,4.0,2.0,Atletico Mineiro,7.0,2.0,55.0,41.0,16.0,12.0,00:00:00,2016-09-13,2.0,-2.0,WON,LOST,9.0
Serie A,Gremio,0.0,0.0,Palmeiras,5.0,2.0,121.0,120.0,9.0,5.0,22:30:00,2016-09-11,0.0,0.0,DRAW,DRAW,7.0
Serie A,Ponte Preta,1.0,1.0,America MG,9.0,5.0,116.0,87.0,12.0,5.0,22:30:00,2016-09-11,0.0,0.0,DRAW,DRAW,14.0
Serie A,Cruzeiro,0.0,2.0,Botafogo RJ,9.0,1.0,105.0,110.0,16.0,8.0,20:00:00,2016-09-11,-2.0,2.0,LOST,WON,10.0
Serie A,Atletico Paranaense,2.0,1.0,Internacional,7.0,4.0,110.0,108.0,16.0,11.0,20:00:00,2016-09-11,1.0,-1.0,WON,LOST,11.0
Serie A,Sport Recife,5.0,3.0,Santa Cruz FC,11.0,4.0,96.0,84.0,15.0,8.0,20:00:00,2016-09-11,2.0,-2.0,WON,LOST,15.0
Serie A,Santos,2.0,1.0,Corinthians,6.0,3.0,101.0,117.0,18.0,9.0,20:00:00,2016-09-11,1.0,-1.0,WON,LOST,9.0
Serie A,Sao Paulo,3.0,1.0,Figueirense,10.0,3.0,98.0,79.0,19.0,5.0,15:00:00,2016-09-11,2.0,-2.0,WON,LOST,13.0
Serie A,Chapecoense,1.0,0.0,Coritiba,4.0,7.0,103.0,122.0,13.0,15.0,15:00:00,2016-09-11,1.0,-1.0,WON,LOST,11.0
Serie A,Vitoria,1.0,2.0,Flamengo,6.0,6.0,124.0,110.0,16.0,17.0,22:30:00,2016-09-10,-1.0,1.0,LOST,WON,12.0
Serie A,America MG,0.0,2.0,Cruzeiro,1.0,3.0,97.0,93.0,7.0,9.0,01:00:00,2016-09-09,-2.0,2.0,LOST,WON,4.0
Serie A,Internacional,2.0,1.0,Santos,10.0,5.0,124.0,94.0,15.0,6.0,01:00:00,2016-09-09,1.0,-1.0,WON,LOST,15.0
Serie A,Corinthians,3.0,0.0,Sport Recife,2.0,8.0,111.0,129.0,10.0,17.0,23:30:00,2016-09-08,3.0,-3.0,WON,LOST,10.0
Serie A,Flamengo,2.0,1.0,Ponte Preta,10.0,0.0,93.0,80.0,14.0,8.0,01:45:00,2016-09-08,1.0,-1.0,WON,LOST,10.0
Serie A,Coritiba,4.0,0.0,Gremio,5.0,2.0,99.0,144.0,13.0,9.0,01:45:00,2016-09-08,4.0,-4.0,WON,LOST,7.0
Serie A,Palmeiras,2.0,1.0,Sao Paulo,6.0,2.0,114.0,101.0,13.0,5.0,01:45:00,2016-09-08,1.0,-1.0,WON,LOST,8.0
Serie A,Atletico Mineiro,2.0,1.0,Vitoria,5.0,6.0,101.0,125.0,17.0,15.0,23:30:00,2016-09-07,1.0,-1.0,WON,LOST,11.0
Serie A,Figueirense,1.0,0.0,Atletico Paranaense,3.0,6.0,88.0,102.0,8.0,7.0,20:00:00,2016-09-07,1.0,-1.0,WON,LOST,9.0
Serie A,Botafogo RJ,1.0,0.0,Fluminense,3.0,9.0,112.0,126.0,10.0,20.0,20:00:00,2016-09-07,1.0,-1.0,WON,LOST,12.0
Serie A,Santa Cruz FC,2.0,2.0,Chapecoense,11.0,4.0,120.0,85.0,20.0,7.0,20:00:00,2016-09-07,0.0,0.0,DRAW,DRAW,15.0
Serie A,Botafogo RJ,2.0,1.0,Gremio,6.0,4.0,79.0,82.0,10.0,8.0,20:00:00,2016-09-04,1.0,-1.0,WON,LOST,10.0
Serie A,Fluminense,3.0,3.0,Figueirense,11.0,4.0,105.0,97.0,20.0,12.0,20:00:00,2016-09-03,0.0,0.0,DRAW,DRAW,15.0
Serie A,Atletico Paranaense,1.0,0.0,Botafogo RJ,6.0,6.0,90.0,120.0,12.0,13.0,00:00:00,2016-08-30,1.0,-1.0,WON,LOST,12.0
Serie A,Vitoria,2.0,1.0,America MG,4.0,8.0,93.0,69.0,8.0,10.0,22:30:00,2016-08-28,1.0,-1.0,WON,LOST,12.0
Serie A,Sport Recife,1.0,1.0,Internacional,9.0,4.0,105.0,93.0,14.0,9.0,22:30:00,2016-08-28,0.0,0.0,DRAW,DRAW,13.0
Serie A,Sao Paulo,0.0,0.0,Coritiba,13.0,0.0,147.0,109.0,18.0,6.0,20:00:00,2016-08-28,0.0,0.0,DRAW,DRAW,13.0
Serie A,Gremio,1.0,1.0,Atletico Mineiro,7.0,0.0,107.0,96.0,24.0,4.0,20:00:00,2016-08-28,0.0,0.0,DRAW,DRAW,7.0
Serie A,Chapecoense,1.0,3.0,Flamengo,6.0,3.0,103.0,117.0,10.0,10.0,20:00:00,2016-08-28,-2.0,2.0,LOST,WON,9.0
Serie A,Fluminense,0.0,2.0,Palmeiras,5.0,5.0,104.0,87.0,6.0,16.0,20:00:00,2016-08-28,-2.0,2.0,LOST,WON,10.0
Serie A,Cruzeiro,2.0,0.0,Santa Cruz FC,8.0,6.0,103.0,101.0,12.0,11.0,15:00:00,2016-08-28,2.0,-2.0,WON,LOST,14.0
